Category,Category Url,Product Description,Rating out of 5,Minimum_price,Maximum_price,Review,Product Url,
Grocery & Gourmet Foods,https://www.amazon.in/gp/bestsellers/grocery/ref=zg_bs_nav_0,MAGGI NUTRI-LICIOUS Masala Veg Atta Noodles ??(Pack of 4) 290g Pouch,4.4,94,0,8101,https://www.amazon.in/Maggi-Nutri-Licious-Atta-Noodles-Masala/dp/B074QQK24Q/ref=zg_bs_grocery_4/259-6777817-1274626?pd_rd_i=B074QQK24Q&psc=1,
Grocery & Gourmet Foods,https://www.amazon.in/gp/bestsellers/grocery/ref=zg_bs_nav_0,"Fortune Chakki Fresh Atta, 5kg, 100% Atta 0% Maida",4.4,178,211,4972,https://www.amazon.in/Fortune-Chakki-Fresh-Atta-5kg/dp/B07CBKR1L7/ref=zg_bs_grocery_5/259-6777817-1274626?pd_rd_i=B09LWM51P8&psc=1,
Grocery & Gourmet Foods,https://www.amazon.in/gp/bestsellers/grocery/ref=zg_bs_nav_0,"Hoegaarden 0.0 Non Alcoholic Wheat Beer Pack of 3 , 3 X 330ml",3.6,0,0,894,https://www.amazon.in/Hoegaarden-Alcoholic-Wheat-Beer-330ml/dp/B086CF6KYQ/ref=zg_bs_grocery_6/259-6777817-1274626?pd_rd_i=B086CF6KYQ&psc=1,
Grocery & Gourmet Foods,https://www.amazon.in/gp/bestsellers/grocery/ref=zg_bs_nav_0,Ensure- Complete Nutrition for Adults with High Protein and 11 immunity nutrients- 1 Kg (Vanilla Flavour),4.5,0,0,15995,https://www.amazon.in/Ensure-Complete-Balanced-Nutrition-Adults/dp/B00IFWE39Y/ref=zg_bs_grocery_7/259-6777817-1274626?pd_rd_i=B092MX4JK1&psc=1,
Grocery & Gourmet Foods,https://www.amazon.in/gp/bestsellers/grocery/ref=zg_bs_nav_0,Saffola Oats | Rolled Oats | Delicious Creamy Oats | 100% Natural | High Protein & Fibre | Healthy Cereal | 2Kg (Pack of 2 x 1Kg),4.4,189,512,19821,https://www.amazon.in/Saffola-Delicious-Natural-Protein-Healthy/dp/B09PZ2NDT2/ref=zg_bs_grocery_8/259-6777817-1274626?pd_rd_i=B08HK264G1&psc=1,
Grocery & Gourmet Foods,https://www.amazon.in/gp/bestsellers/grocery/ref=zg_bs_nav_0,"Sunfeast Farmlite Active Oats with Almonds Biscuits, 150g",4.4,0,0,5547,https://www.amazon.in/Sunfeast-Farmlite-Oats-Almonds-150g/dp/B00LJVELSQ/ref=zg_bs_grocery_9/259-6777817-1274626?pd_rd_i=B00LJVELSQ&psc=1,
Grocery & Gourmet Foods,https://www.amazon.in/gp/bestsellers/grocery/ref=zg_bs_nav_0,no Description,4.5,0,0,6784,https://www.amazon.in/Tata-Sampann-Chana-Dal-1kg/dp/B07532J31B/ref=zg_bs_grocery_10/259-6777817-1274626?pd_rd_i=B09KC5CWXK&psc=1,
Grocery & Gourmet Foods,https://www.amazon.in/gp/bestsellers/grocery/ref=zg_bs_nav_0,no Description,4.4,0,0,4736,https://www.amazon.in/Amazon-Brand-Vedaka-Popular-Kabuli/dp/B07BL69BFY/ref=zg_bs_grocery_11/259-6777817-1274626?pd_rd_i=B09KNCQPHT&psc=1,
Grocery & Gourmet Foods,https://www.amazon.in/gp/bestsellers/grocery/ref=zg_bs_nav_0,"Mother Dairy Cow Ghee, 1L",4.3,695,0,9747,https://www.amazon.in/Mother-Dairy-Cow-Ghee-Pouch/dp/B01MYED6CZ/ref=zg_bs_grocery_12/259-6777817-1274626?pd_rd_i=B09KC5ZC4Y&psc=1,
Grocery & Gourmet Foods,https://www.amazon.in/gp/bestsellers/grocery/ref=zg_bs_nav_0,"Sunfeast Nice Biscuit, 150 g",4.4,23,0,3012,https://www.amazon.in/Sunfeast-Biscuits-Nice-150g-Pouch/dp/B07J2P38D6/ref=zg_bs_grocery_13/259-6777817-1274626?pd_rd_i=B07J2P38D6&psc=1,
Grocery & Gourmet Foods,https://www.amazon.in/gp/bestsellers/grocery/ref=zg_bs_nav_0,no Description,4.4,0,0,4419,https://www.amazon.in/Amazon-Brand-Vedaka-Cumin-Jeera/dp/B07CDY1XJZ/ref=zg_bs_grocery_14/259-6777817-1274626?pd_rd_i=B07CDY1XJZ&psc=1,
Grocery & Gourmet Foods,https://www.amazon.in/gp/bestsellers/grocery/ref=zg_bs_nav_0,More. Sooji Loose 500 Grams,4.1,0,0,392,https://www.amazon.in/More-Sooji-Loose-500-Grams/dp/B09MS8MV8G/ref=zg_bs_grocery_15/259-6777817-1274626?pd_rd_i=B09MS8MV8G&psc=1,
Grocery & Gourmet Foods,https://www.amazon.in/gp/bestsellers/grocery/ref=zg_bs_nav_0,"Tata Sampann Turmeric Powder Masala with Natural Oils, 200g",4.5,0,0,7287,https://www.amazon.in/Tata-Sampann-Turmeric-Powder-Masala/dp/B079H8D8M6/ref=zg_bs_grocery_16/259-6777817-1274626?pd_rd_i=B079H8D8M6&psc=1,
Grocery & Gourmet Foods,https://www.amazon.in/gp/bestsellers/grocery/ref=zg_bs_nav_0,"Fortune Chana Besan, Made from 100% Chana Dal 100% Taste, 500 g",4.4,70,108.4,5143,https://www.amazon.in/Fortune-Besan-500g/dp/B00E785XFS/ref=zg_bs_grocery_17/259-6777817-1274626?pd_rd_i=B09MGP6GDQ&psc=1,
Grocery & Gourmet Foods,https://www.amazon.in/gp/bestsellers/grocery/ref=zg_bs_nav_0,Tata Tea Premium | Desh Ki Chai |Unique Blend Crafted For Chai Lovers Across India | Black Tea | 1.5kg,4.4,540,0,15306,https://www.amazon.in/Tata-Tea-Premium-1500-g/dp/B08H654828/ref=zg_bs_grocery_18/259-6777817-1274626?pd_rd_i=B08H654828&psc=1,
Grocery & Gourmet Foods,https://www.amazon.in/gp/bestsellers/grocery/ref=zg_bs_nav_0,"Kissan Fresh Tomato Ketchup 2 kg Pouch, Sweet & Tangy Sauce Tomatoes - Super Saver Offer Pack",4.5,200,230,7425,https://www.amazon.in/Kissan-Fresh-Tomato-Ketchup/dp/B0833GFR1W/ref=zg_bs_grocery_19/259-6777817-1274626?pd_rd_i=B089889D94&psc=1,
Grocery & Gourmet Foods,https://www.amazon.in/gp/bestsellers/grocery/ref=zg_bs_nav_0,"Girnar Food & Beverages Pvt. Ltd. Detox Green Tea (Desi Kahwa) (Pack of 10 Tea Bags,25 Grams)",4.5,91.8,330,35237,https://www.amazon.in/Girnar-Green-Desi-Kahwa-Bags/dp/B00LC153XK/ref=zg_bs_grocery_20/259-6777817-1274626?pd_rd_i=B09KC6TSKX&psc=1,
Grocery & Gourmet Foods,https://www.amazon.in/gp/bestsellers/grocery/ref=zg_bs_nav_0,no Description,4.4,0,0,3486,https://www.amazon.in/Amazon-Brand-Vedaka-Popular-Black/dp/B07BL6B6W3/ref=zg_bs_grocery_21/259-6777817-1274626?pd_rd_i=B07BL6B6W3&psc=1,
Grocery & Gourmet Foods,https://www.amazon.in/gp/bestsellers/grocery/ref=zg_bs_nav_0,WOW Life Science Organic Apple Cider Vinegar - 750 ml,4.2,439,0,36758,https://www.amazon.in/WOW-Raw-Apple-Cider-Vinegar/dp/B01AC9G656/ref=zg_bs_grocery_22/259-6777817-1274626?pd_rd_i=B01AC9G656&psc=1,
Grocery & Gourmet Foods,https://www.amazon.in/gp/bestsellers/grocery/ref=zg_bs_nav_0,"Parle-g Original Glucose Biscuit, 800g",4.5,0,0,6363,https://www.amazon.in/Parle-g-Original-Glucose-Biscuit-800g/dp/B0118L9WXK/ref=zg_bs_grocery_23/259-6777817-1274626?pd_rd_i=B0118L9WXK&psc=1,
